Machine_ID,Date_fabrication,Type_tissu,Quantite_kg,Vitesse_m_per_min,Temperature_C,Humidite_pct,Duree_min,Resultat_qualite_pct
M9,2025-04-01,Lin,424,63,60,58,142,77.67
M1,2024-09-19,Lin,165,62,79,34,86,79.96
M5,2024-12-17,Lin,83,42,79,60,134,71.38
M10,2024-06-25,Mélange,222,67,68,40,290,81.66
M4,2025-03-07,Lin,465,65,61,37,117,76.25
M1,2025-01-13,Mélange,308,50,67,41,242,71.88
M5,2023-11-27,Mélange,369,43,98,31,229,78.75
M1,2023-09-09,Coton,403,47,86,44,157,78.18
M8,2025-02-22,Lin,155,80,60,39,167,78.73
M9,2023-09-24,Polyester,368,78,68,43,272,82.22
M10,2025-04-25,Coton,194,47,66,45,110,71.55
M5,2023-09-16,Mélange,153,62,86,39,101,77.83
M4,2023-02-27,Soie,219,55,60,30,231,73.35
M10,2025-02-09,Soie,126,45,92,32,245,79.12
M4,2023-01-28,Soie,201,56,89,31,85,75.0
M5,2023-01-01,Polyester,460,60,87,53,89,80.93
M3,2024-12-03,Lin,218,62,88,60,219,77.9
M6,2024-07-23,Polyester,143,47,85,42,176,75.53
M8,2025-01-28,Soie,382,50,67,34,238,71.02
M3,2025-08-06,Coton,263,77,90,55,205,83.37
M10,2025-12-05,Soie,448,62,99,30,280,81.5
M8,2024-11-11,Soie,107,66,88,31,76,78.94
M1,2024-09-17,Mélange,442,76,96,37,231,86.94
M10,2025-11-13,Coton,271,55,90,41,229,79.6
M3,2023-09-28,Mélange,363,43,60,50,299,70.0
M8,2024-04-11,Soie,495,50,64,54,185,70.18
M5,2024-04-03,Coton,309,54,95,50,156,79.05
M8,2024-08-11,Soie,460,76,88,32,279,85.31
M2,2023-09-18,Soie,431,41,66,42,165,71.9
M1,2025-09-07,Coton,455,78,99,50,137,86.24
M8,2024-09-25,Polyester,236,43,74,57,176,71.5
M10,2025-04-01,Mélange,292,63,88,33,84,81.6
M6,2024-12-04,Polyester,474,80,78,47,193,81.86
M1,2025-04-07,Lin,302,48,86,33,125,76.29
M2,2023-07-02,Soie,160,69,72,52,146,78.37
M10,2025-03-16,Coton,445,68,89,51,210,84.14
M1,2025-08-17,Mélange,426,43,95,59,170,73.57
M3,2025-10-11,Mélange,138,48,66,42,228,70.0
M9,2024-05-15,Soie,264,78,75,38,161,79.74
M3,2025-09-28,Lin,261,78,92,39,275,86.7
M6,2025-05-22,Mélange,373,53,72,36,219,75.02
M6,2025-06-23,Lin,413,51,92,47,237,77.49
M2,2025-07-22,Polyester,337,70,97,48,230,87.08
M9,2023-07-05,Polyester,499,67,60,46,87,74.58
M1,2024-03-27,Coton,152,57,70,39,234,75.77
M1,2024-02-20,Polyester,154,74,62,41,268,77.38
M9,2025-05-23,Lin,430,75,84,37,190,82.4
M1,2023-01-24,Soie,248,66,80,60,201,78.89
M5,2025-12-21,Lin,367,68,74,59,222,76.68
M6,2023-05-15,Mélange,329,78,72,54,245,81.23
M3,2023-07-09,Coton,145,51,92,33,156,79.31
M9,2023-06-15,Polyester,116,50,97,57,125,76.85
M3,2025-10-27,Coton,128,60,98,31,258,82.47
M5,2025-06-17,Soie,454,76,95,41,78,84.74
M4,2025-09-13,Lin,316,44,92,35,166,76.66
M2,2024-04-25,Polyester,163,53,81,40,152,79.98
M10,2024-08-08,Mélange,293,75,60,33,231,73.16
M10,2023-07-09,Mélange,174,42,80,42,294,72.41
M9,2025-08-16,Polyester,62,73,83,46,265,85.45
M1,2023-03-25,Polyester,383,52,80,46,81,76.99
M9,2025-04-28,Mélange,53,80,64,36,231,81.74
M7,2023-12-22,Coton,155,74,87,50,269,83.39
M3,2023-03-26,Coton,285,61,62,32,78,74.27
M5,2024-07-15,Mélange,86,76,74,59,126,80.49
M7,2025-01-21,Soie,211,41,84,51,90,76.24
M10,2023-06-17,Coton,437,77,62,52,277,80.61
M2,2024-07-13,Polyester,452,59,98,32,132,81.38
M1,2024-09-10,Soie,130,74,74,34,251,79.98
M3,2025-03-04,Polyester,396,63,60,47,283,75.52
M1,2023-05-07,Coton,343,78,85,47,200,85.13
M6,2023-10-27,Lin,261,72,69,35,107,80.19
M5,2025-08-21,Lin,108,51,96,57,73,77.26
M9,2025-10-16,Coton,198,44,76,33,110,72.58
M6,2023-04-11,Polyester,115,55,66,39,218,78.65
M8,2023-10-19,Soie,218,79,79,52,209,85.84
M6,2023-12-24,Polyester,269,50,60,40,123,71.35
M7,2024-08-15,Polyester,480,63,68,51,247,79.7
M8,2023-11-20,Polyester,446,59,91,47,87,80.68
M2,2025-11-03,Polyester,489,48,94,36,127,73.32
M2,2025-10-13,Coton,484,72,100,30,268,82.58
M10,2025-08-21,Lin,68,75,76,47,288,79.56
M3,2024-03-15,Polyester,250,54,97,53,279,79.3
M9,2025-04-28,Mélange,96,65,83,46,62,81.94
M10,2023-10-19,Lin,437,72,68,44,100,84.35
M3,2023-02-09,Soie,233,42,74,54,184,72.25
M6,2024-07-16,Lin,71,53,93,59,262,77.26
M8,2025-05-27,Coton,70,60,66,52,193,77.46
M5,2024-06-19,Mélange,328,76,71,42,227,77.98
M2,2024-06-16,Mélange,178,64,74,46,163,80.27
M8,2023-02-17,Mélange,53,72,68,44,102,82.54
M5,2025-02-22,Lin,126,51,70,41,214,71.54
M4,2024-08-07,Soie,465,61,67,45,232,79.99
M10,2023-10-19,Lin,381,66,61,37,71,77.08
M3,2023-01-06,Lin,372,72,62,58,206,76.57
M5,2023-12-24,Lin,314,65,98,48,223,85.77
M5,2024-03-08,Coton,160,68,98,45,282,90.54
M7,2025-05-06,Mélange,123,77,71,49,228,82.86
M6,2024-03-04,Soie,355,77,64,37,156,80.8
M1,2025-02-06,Lin,317,72,86,56,98,81.68
M8,2023-02-16,Mélange,357,42,94,46,252,75.5
M3,2024-01-23,Mélange,326,40,87,46,167,76.86
M9,2025-12-19,Soie,167,70,84,41,210,81.29
M2,2023-05-20,Soie,118,56,90,54,119,79.14
M9,2023-10-17,Soie,181,52,60,52,250,71.24
M2,2024-07-12,Mélange,53,64,73,52,265,79.36
M2,2025-07-19,Lin,268,77,76,38,278,83.57
M6,2025-08-06,Mélange,191,65,73,43,201,81.78
M6,2024-12-13,Mélange,334,70,76,39,207,79.98
M3,2023-02-07,Coton,432,54,88,55,239,77.26
M9,2025-12-02,Soie,452,61,95,49,238,80.54
M3,2024-10-14,Soie,375,40,65,56,97,70.0
M2,2023-12-13,Coton,184,54,83,32,215,76.95
M7,2023-03-21,Mélange,385,73,78,52,212,83.61
M8,2023-10-17,Soie,55,52,93,39,109,77.16
M9,2025-01-06,Lin,364,50,62,41,121,74.34
M2,2024-10-07,Polyester,449,65,82,51,161,83.41
M9,2025-09-19,Coton,427,44,65,47,132,72.63
M6,2024-07-19,Polyester,467,57,74,49,109,80.85
M1,2023-09-10,Polyester,139,66,92,33,203,80.25
M6,2025-05-23,Coton,461,72,76,58,197,77.71
M8,2024-11-15,Soie,338,70,75,54,146,76.64
M10,2025-04-22,Coton,296,47,76,32,157,75.69
M4,2025-05-08,Polyester,261,62,93,47,62,84.11
M5,2023-08-11,Coton,254,61,64,47,298,76.59
M6,2025-04-16,Lin,343,57,71,60,251,74.86
M4,2023-04-27,Lin,426,55,76,36,118,73.65
M10,2025-11-16,Polyester,129,46,67,59,80,75.29
M10,2024-10-11,Coton,441,74,62,57,183,78.46
M8,2025-05-13,Mélange,494,57,91,35,255,79.52
M4,2024-09-02,Mélange,115,43,93,55,168,76.95
M9,2025-08-11,Polyester,251,51,89,33,238,77.66
M1,2024-06-20,Coton,395,53,84,48,85,78.55
M5,2025-06-12,Lin,330,56,75,38,180,74.82
M3,2024-06-28,Soie,267,53,86,52,252,78.64
M7,2025-04-27,Polyester,280,51,96,34,207,82.06
M2,2024-04-05,Polyester,461,55,95,43,279,83.79
M3,2023-11-17,Soie,462,40,71,43,187,74.99
M9,2025-01-13,Polyester,452,71,79,38,203,80.68
M2,2025-02-15,Lin,80,53,76,45,274,75.12
M6,2024-06-01,Polyester,234,63,95,47,298,83.25
M7,2025-11-18,Coton,229,78,72,48,207,83.31
M3,2025-08-03,Polyester,231,60,92,45,258,84.59
M7,2023-11-26,Mélange,196,69,100,60,97,80.32
M6,2023-02-06,Soie,373,79,96,42,277,91.36
M6,2025-11-13,Lin,210,60,78,52,128,77.88
M5,2024-03-06,Soie,449,63,97,46,175,83.25
M1,2025-12-03,Lin,422,55,76,60,250,72.68
M4,2024-09-02,Lin,253,46,66,32,299,70.0
M1,2023-02-21,Soie,318,45,66,38,218,72.95
M7,2023-03-17,Polyester,167,55,78,44,220,78.05
M3,2024-09-09,Coton,67,62,80,57,181,75.62
M9,2024-11-24,Soie,119,74,71,48,212,79.21
M10,2024-08-18,Soie,318,80,100,47,139,88.93
M4,2023-05-01,Coton,276,59,83,43,126,83.24
M1,2025-01-23,Mélange,467,48,82,39,180,75.08
M8,2025-04-26,Soie,203,40,87,55,134,70.39
M1,2024-07-08,Mélange,241,52,86,58,203,75.71
M3,2024-11-08,Soie,474,64,74,38,80,78.05
M9,2025-05-14,Mélange,463,57,78,50,250,72.31
M4,2024-10-15,Coton,143,48,78,33,223,73.49
M5,2023-09-01,Mélange,301,52,80,30,98,74.14
M3,2025-01-08,Coton,194,57,68,52,172,76.69
M2,2024-08-12,Lin,57,71,73,40,167,84.6
M8,2024-02-18,Coton,219,45,69,31,128,72.75
M8,2023-12-08,Lin,148,56,84,56,63,76.86
M7,2023-09-22,Soie,176,42,72,44,248,70.59
M4,2025-01-24,Soie,249,59,80,35,221,82.85
M9,2023-06-02,Mélange,112,56,90,50,136,79.92
M4,2023-05-19,Coton,170,80,87,40,63,86.43
M2,2025-08-23,Soie,454,55,60,31,208,71.65
M10,2023-11-20,Lin,240,45,75,35,187,72.9
M6,2023-03-16,Coton,80,62,69,52,197,76.71
M4,2023-12-13,Polyester,335,62,88,53,109,79.45
M6,2025-05-18,Lin,178,42,91,52,172,74.31
M8,2025-08-09,Lin,340,51,94,41,142,79.23
M10,2024-05-18,Mélange,132,44,93,34,175,74.51
M6,2023-01-20,Soie,50,80,92,42,247,86.37
M6,2024-04-17,Mélange,172,60,64,51,197,75.81
M8,2025-06-04,Mélange,128,79,78,40,164,83.79
M2,2023-03-28,Mélange,387,44,62,56,300,72.41
M1,2025-11-27,Lin,104,71,72,33,68,74.0
M7,2024-04-20,Soie,319,79,97,38,72,89.88
M2,2025-01-12,Coton,156,71,65,44,265,82.59
M9,2024-09-02,Soie,470,63,63,56,217,71.15
M2,2025-04-18,Polyester,89,53,93,33,85,77.41
M7,2023-09-24,Lin,148,73,75,48,220,81.56
M9,2025-08-23,Soie,432,46,100,48,151,76.38
M7,2024-11-06,Coton,135,51,95,42,189,78.14
M9,2024-07-25,Mélange,276,62,80,47,143,77.98
M7,2024-09-24,Polyester,361,55,96,47,114,84.8
M5,2023-05-20,Polyester,281,68,85,30,245,82.27
M1,2023-06-01,Mélange,119,59,60,39,116,77.04
M5,2023-02-02,Mélange,311,75,96,59,206,86.34
M8,2025-04-08,Polyester,129,48,76,41,287,72.54
M5,2023-12-03,Polyester,97,76,85,48,294,84.15
M6,2023-10-21,Soie,138,71,96,56,292,85.28
M5,2023-06-12,Coton,424,76,84,32,259,80.56
M7,2025-01-21,Soie,494,47,74,53,227,74.73
M7,2025-03-11,Coton,206,73,62,40,198,78.82
M9,2025-10-17,Lin,128,43,85,44,252,74.95
M2,2024-02-16,Lin,271,58,85,34,93,79.62
M10,2025-07-25,Coton,330,65,76,32,162,78.99
M3,2025-10-07,Lin,296,75,72,45,161,82.18
M9,2024-07-11,Mélange,426,73,75,37,78,83.62
M10,2023-06-12,Coton,107,66,87,41,149,80.24
M10,2024-10-05,Coton,444,59,70,41,217,78.13
M8,2023-12-28,Coton,468,54,72,51,155,76.59
M2,2023-05-01,Coton,428,43,75,60,218,70.28
M6,2023-12-18,Coton,206,68,90,30,144,82.05
M4,2025-12-05,Lin,329,73,76,47,183,80.2
M1,2023-05-07,Soie,348,73,62,38,103,80.75
M10,2025-05-22,Polyester,77,69,60,32,159,75.73
M6,2025-12-04,Coton,59,58,84,37,157,77.55
M6,2023-09-15,Soie,493,78,94,32,107,87.7
M9,2024-07-24,Coton,70,55,93,39,145,78.49
M3,2023-09-09,Coton,227,62,82,50,137,77.18
M1,2024-04-05,Polyester,499,64,61,60,202,71.29
M6,2025-11-20,Soie,386,48,65,53,157,73.01
M4,2025-06-15,Soie,173,76,69,43,139,79.64
M9,2023-03-10,Lin,155,48,97,47,235,82.91
M9,2024-02-18,Lin,270,49,96,59,100,72.94
M9,2024-07-14,Coton,144,60,69,53,67,79.59
M5,2023-02-05,Soie,431,80,77,34,259,83.62
M3,2025-10-08,Coton,440,79,99,38,215,87.91
M10,2024-03-17,Lin,168,41,82,32,236,71.01
M10,2024-08-05,Soie,414,63,71,57,159,77.5
M3,2024-07-08,Lin,165,42,86,54,63,73.92
M4,2024-12-11,Lin,83,51,88,57,217,78.71
M8,2024-12-11,Lin,268,65,62,49,248,77.33
M7,2025-12-26,Mélange,430,76,98,47,194,88.3
M1,2023-04-17,Mélange,105,68,89,56,284,81.27
M9,2025-01-07,Soie,426,42,95,42,192,76.89
M5,2024-05-20,Soie,253,59,78,44,102,79.72
M1,2025-02-06,Mélange,122,69,88,32,244,78.28
M10,2023-03-15,Mélange,119,65,86,40,175,79.0
M10,2025-12-26,Lin,282,45,76,40,237,75.19
M3,2023-09-23,Coton,96,47,88,50,152,77.04
M7,2023-03-11,Mélange,363,50,84,47,157,77.03
M10,2023-07-10,Lin,133,49,71,54,242,73.14
M5,2023-04-01,Soie,197,80,71,33,290,82.5
M10,2025-01-20,Polyester,56,69,91,57,187,81.42
M8,2024-02-20,Lin,161,77,90,44,164,85.34
M10,2025-04-02,Coton,175,75,77,49,220,83.49
M3,2023-11-19,Lin,78,62,62,34,278,72.84
M10,2023-03-22,Polyester,219,45,63,33,166,70.52
M5,2023-08-24,Mélange,388,78,96,55,203,83.19
M10,2024-02-25,Polyester,68,45,79,40,154,76.36
M7,2025-05-11,Mélange,83,58,90,34,91,80.15
M9,2023-10-24,Soie,318,53,73,49,74,76.21
M9,2024-05-17,Coton,297,78,78,43,215,86.57
M10,2025-12-21,Mélange,231,48,99,48,187,82.93
M8,2024-04-01,Soie,463,51,99,37,241,81.53
M2,2023-10-14,Coton,288,80,67,53,277,78.12
M7,2023-01-21,Coton,220,62,95,55,223,79.04
M4,2025-06-25,Polyester,180,44,79,39,189,72.55
M1,2025-10-01,Coton,401,61,81,42,245,79.95
M3,2023-11-05,Lin,219,61,90,59,181,80.54
M8,2024-07-24,Lin,371,69,94,58,145,81.45
M1,2023-04-19,Mélange,203,76,80,47,197,84.77
M6,2024-07-21,Polyester,83,49,77,56,67,72.39
M9,2023-05-23,Lin,342,78,84,35,212,82.98
M6,2023-06-15,Coton,189,66,65,45,284,75.99
M5,2023-04-03,Lin,318,59,71,33,155,73.65
M8,2024-08-24,Mélange,62,70,92,34,108,80.5
M9,2023-09-22,Polyester,447,60,69,54,283,74.05
M3,2025-02-01,Lin,420,42,89,42,242,77.91
M5,2023-02-17,Coton,401,78,65,40,179,79.5
M5,2024-04-07,Coton,345,59,100,58,113,86.36
M5,2024-03-06,Polyester,322,60,88,51,90,81.39
M5,2023-09-12,Coton,57,79,95,46,86,88.87
M9,2023-02-10,Polyester,188,49,78,48,122,73.98
M10,2024-11-02,Polyester,326,68,63,34,67,78.2
M2,2025-10-19,Soie,77,45,87,42,105,75.15
M8,2025-11-26,Mélange,232,59,81,56,110,77.94
M9,2025-08-04,Coton,436,69,96,34,83,88.82
M8,2023-10-09,Polyester,400,69,90,37,117,82.91
M6,2023-02-16,Soie,143,61,80,44,184,82.4
M2,2024-10-19,Polyester,295,69,70,39,256,78.09
M3,2025-02-26,Mélange,102,65,66,40,202,77.63
M5,2025-04-18,Mélange,286,65,97,43,121,88.04
M3,2025-10-14,Soie,246,44,81,36,268,72.35
M7,2023-11-22,Mélange,453,61,94,52,120,85.32
M2,2024-06-18,Mélange,478,71,67,48,212,81.52
M2,2023-11-27,Soie,140,59,85,32,213,76.98
M10,2023-10-25,Soie,217,71,63,32,115,78.56
M1,2024-10-19,Lin,388,49,88,47,134,79.85
M8,2025-05-14,Lin,155,60,79,48,263,80.44
M6,2023-05-02,Coton,348,40,99,46,163,74.46
M6,2023-05-28,Mélange,77,40,95,56,151,73.35
M1,2025-07-13,Lin,271,77,85,50,141,84.6
M7,2023-09-13,Soie,329,53,71,45,95,75.95
M6,2023-11-01,Soie,128,58,68,34,62,76.04
M3,2025-07-28,Soie,386,67,68,32,95,77.46
M8,2024-09-27,Mélange,267,79,71,44,190,81.03
M8,2023-10-16,Soie,231,54,71,43,214,76.76
M4,2023-01-19,Mélange,187,66,94,48,153,85.22
M8,2023-03-24,Polyester,107,77,90,60,236,85.22
M9,2025-02-08,Polyester,288,73,65,46,287,82.86
M8,2024-10-02,Coton,400,80,94,55,208,88.47
M6,2024-10-24,Mélange,448,40,90,44,191,76.72
M6,2025-10-24,Soie,230,58,78,35,69,76.86
M5,2023-10-02,Mélange,183,43,100,45,208,75.58
M5,2025-02-28,Mélange,63,58,91,32,92,79.86
M5,2024-01-24,Polyester,117,79,77,38,279,84.12
M2,2024-03-09,Mélange,139,77,69,51,174,82.24
M4,2023-10-27,Soie,142,73,62,40,81,76.75
M3,2024-12-21,Soie,435,66,84,37,229,78.84
M3,2023-01-06,Lin,345,62,63,50,127,78.31
M8,2025-04-13,Soie,293,59,90,53,252,80.02
M7,2023-05-26,Soie,184,49,93,57,171,78.26
M8,2023-09-21,Soie,397,60,93,51,70,81.46
M6,2023-05-21,Soie,362,57,81,38,128,77.96
M10,2025-06-22,Soie,286,55,97,54,109,81.98
M3,2023-07-04,Polyester,330,40,60,56,77,70.0
M9,2024-05-07,Coton,400,68,82,37,245,81.39
M1,2025-04-20,Coton,367,45,63,60,212,70.0
M2,2025-10-26,Coton,94,78,68,42,228,81.53
M3,2025-02-21,Coton,406,51,76,39,179,74.68
M8,2023-05-25,Polyester,443,67,80,38,101,81.14
M1,2024-03-15,Soie,248,61,63,38,268,74.54
M2,2024-02-05,Soie,152,79,85,35,225,87.21
M9,2025-05-04,Soie,161,79,66,59,173,78.31
M1,2023-08-05,Coton,86,76,76,54,174,81.83
M1,2024-07-19,Coton,390,64,77,34,239,77.52
M1,2025-02-18,Mélange,412,71,90,43,163,87.79
M4,2024-06-22,Coton,246,70,67,48,197,80.19
M5,2024-02-27,Soie,78,80,65,41,196,84.26
M8,2024-11-07,Polyester,381,52,71,47,70,72.43
M5,2025-08-24,Soie,104,80,82,45,81,86.93
M4,2023-08-13,Lin,68,52,61,53,211,73.98
M2,2024-01-02,Mélange,379,59,91,47,273,81.66
M6,2025-11-17,Coton,222,42,85,33,114,75.33
M8,2023-12-05,Mélange,126,77,74,59,78,80.07
M8,2025-03-01,Coton,291,79,62,37,239,83.32
M3,2025-02-27,Coton,207,46,89,49,103,81.4
M2,2023-07-11,Coton,304,78,99,37,76,86.87
M7,2023-01-19,Polyester,111,76,94,34,142,84.51
M3,2024-03-23,Polyester,82,47,77,34,253,76.21
M6,2023-03-04,Mélange,134,68,75,59,208,81.76
M10,2023-01-01,Soie,448,50,61,58,184,70.0
M3,2024-12-05,Coton,411,77,78,43,237,83.46
M4,2023-03-20,Lin,377,57,93,44,165,80.94
M1,2025-05-12,Mélange,142,71,99,60,82,81.41
M7,2023-10-12,Coton,335,55,72,33,195,72.66
M9,2024-01-07,Mélange,162,69,100,51,113,83.49
M2,2025-01-02,Lin,400,70,91,35,100,81.66
M6,2024-01-04,Polyester,157,67,76,40,217,80.23
M1,2023-02-08,Mélange,140,50,61,45,191,73.67
M8,2025-06-08,Mélange,346,60,86,36,251,82.5
M2,2023-07-08,Polyester,166,46,75,53,165,71.2
M2,2023-04-20,Soie,349,71,63,58,171,79.27
M8,2023-11-12,Lin,248,63,68,44,244,77.87
M5,2023-05-05,Lin,221,48,62,52,205,71.3
M2,2023-05-20,Soie,284,66,70,54,147,79.35
M3,2023-07-28,Mélange,137,76,95,57,118,83.15
M9,2024-05-01,Soie,491,53,97,45,274,82.06
M7,2025-03-19,Lin,176,60,87,48,116,81.13
M1,2025-01-14,Soie,72,42,90,53,256,75.98
M9,2023-09-25,Soie,295,46,88,45,121,77.98
M1,2025-02-01,Soie,161,48,82,39,121,80.51
M8,2023-08-15,Polyester,132,69,96,53,209,83.02
M3,2025-01-28,Soie,144,63,100,44,240,83.64
M2,2024-05-23,Soie,403,61,93,31,135,78.85
M10,2024-12-02,Mélange,344,53,65,49,285,72.99
M9,2025-01-12,Polyester,76,47,84,41,179,74.83
M6,2023-03-11,Lin,381,75,64,47,241,83.28
M4,2023-12-25,Mélange,108,70,97,57,239,86.84
M4,2024-01-03,Polyester,230,57,92,51,168,79.16
M6,2023-08-23,Polyester,281,71,92,46,272,83.84
M9,2025-12-26,Mélange,199,68,99,41,264,86.34
M2,2023-05-03,Lin,284,45,65,42,289,70.8
M2,2023-09-21,Lin,191,47,69,45,98,75.17
M1,2024-08-24,Polyester,263,74,68,45,148,82.21
M1,2023-09-21,Polyester,146,44,61,57,265,70.0
M6,2025-12-17,Soie,346,61,80,45,211,83.4
M9,2024-03-26,Soie,284,59,96,34,289,84.29
M5,2023-03-12,Lin,297,63,78,54,276,77.47
M5,2024-03-06,Soie,135,79,70,52,197,81.52
M3,2023-08-09,Lin,171,47,62,40,207,72.07
M6,2024-03-12,Lin,155,75,62,51,141,80.37
M8,2023-07-16,Mélange,133,74,79,33,295,82.92
M3,2025-06-21,Soie,213,49,60,53,199,75.12
M5,2025-08-11,Soie,198,76,69,55,204,80.25
M2,2023-07-20,Soie,70,48,95,33,138,75.4
M4,2025-04-19,Soie,232,45,80,31,215,70.0
M9,2025-08-22,Lin,450,57,72,30,81,73.04
M2,2025-09-02,Mélange,251,52,91,40,214,78.73
M6,2023-05-12,Soie,125,67,83,42,155,85.69
M6,2024-12-14,Polyester,278,75,65,36,246,78.66
M8,2025-10-03,Polyester,133,67,86,34,273,81.55
M3,2025-07-03,Lin,205,70,93,40,76,84.57
M1,2024-12-19,Soie,377,57,86,35,202,80.68
M3,2023-05-27,Lin,145,64,78,47,185,85.45
M10,2023-03-09,Polyester,302,75,89,37,66,83.64
M5,2025-11-08,Soie,113,58,86,35,185,77.62
M1,2025-06-19,Coton,441,57,91,32,213,80.79
M8,2025-02-12,Mélange,273,56,100,51,181,82.96
M9,2023-06-15,Mélange,58,56,70,48,74,79.89
M3,2025-06-02,Polyester,133,43,77,41,167,74.67
M5,2025-03-25,Polyester,321,80,64,46,109,81.88
M2,2024-11-26,Mélange,435,50,94,40,283,79.98
M5,2024-03-01,Polyester,400,63,66,47,208,79.92
M3,2023-02-07,Mélange,194,63,91,43,147,84.34
M3,2025-09-23,Mélange,163,52,95,49,236,80.81
M9,2023-01-16,Coton,263,69,64,33,269,79.23
M6,2025-09-25,Polyester,403,63,68,56,173,78.64
M6,2023-04-05,Lin,413,59,61,53,268,77.06
M3,2024-12-25,Lin,207,48,73,34,80,74.1
M2,2023-01-26,Coton,59,70,87,31,110,81.27
M9,2023-02-10,Mélange,80,70,67,59,124,77.89
M1,2023-03-22,Coton,450,47,98,36,210,80.31
M6,2024-06-06,Coton,96,49,77,60,208,71.47
M9,2025-01-17,Mélange,173,72,96,32,85,84.94
M4,2023-04-17,Lin,194,50,94,30,245,76.01
M8,2023-03-27,Polyester,407,77,71,44,232,83.16
M6,2023-06-04,Soie,267,53,92,37,164,81.26
M8,2025-05-18,Coton,316,48,91,54,152,77.18
M1,2024-10-24,Coton,217,71,67,42,132,80.19
M5,2024-04-28,Soie,165,75,86,39,278,81.78
M2,2024-11-04,Soie,397,63,71,30,232,77.59
M7,2024-12-19,Soie,317,45,67,34,161,71.99
M2,2025-07-04,Lin,83,63,72,40,111,82.63
M4,2025-10-09,Soie,421,71,77,54,242,80.28
M7,2024-03-25,Polyester,293,78,85,45,190,86.84
M8,2025-03-01,Coton,112,56,91,45,119,81.5
M2,2023-07-20,Coton,475,44,91,51,66,79.35
M6,2023-11-25,Lin,205,79,99,33,254,86.91
M9,2024-08-17,Soie,455,69,72,39,229,80.46
M5,2023-07-04,Mélange,225,74,94,30,255,85.22
M7,2023-03-18,Soie,211,64,88,44,69,82.97
M5,2024-08-25,Lin,301,67,68,39,243,77.61
M2,2025-08-16,Mélange,395,71,95,51,198,85.49
M9,2025-07-20,Lin,309,43,85,38,186,76.65
M6,2023-06-12,Polyester,214,43,61,48,71,70.0
M10,2024-06-12,Coton,441,80,81,42,84,85.87
M7,2024-10-03,Polyester,78,55,75,37,225,74.5
M2,2024-01-15,Polyester,108,61,70,30,197,77.69
M7,2024-10-01,Mélange,313,66,77,30,238,75.15
M6,2024-02-23,Soie,342,64,80,48,85,79.48
M4,2024-06-14,Polyester,304,72,81,35,217,82.55
M4,2024-01-10,Soie,375,44,94,36,133,79.33
M10,2025-10-04,Soie,461,54,99,53,83,80.27
M10,2024-07-07,Polyester,189,44,96,55,195,75.29
M6,2024-11-18,Coton,383,59,92,55,136,83.86
M6,2024-11-25,Lin,262,65,76,49,191,77.0
M9,2025-08-07,Lin,59,80,93,57,107,81.8
M8,2024-10-24,Polyester,376,74,99,57,256,86.48
M1,2023-12-22,Mélange,152,63,89,34,121,79.5
M5,2024-05-27,Soie,260,60,64,50,112,73.76
M5,2023-03-07,Lin,181,78,75,42,121,85.22
M1,2024-07-21,Lin,458,59,89,45,203,81.99
M1,2024-11-18,Lin,131,57,68,30,126,72.57
M3,2023-06-20,Coton,419,71,61,31,280,74.14
M5,2025-03-08,Coton,258,63,65,42,274,79.04
M2,2025-09-09,Mélange,426,72,67,46,230,82.1
M8,2024-06-27,Coton,171,78,67,54,266,80.8
M10,2023-03-07,Soie,462,55,87,36,96,81.79
M5,2025-06-23,Soie,259,56,97,31,185,77.26
M2,2024-03-12,Polyester,329,67,90,51,123,79.85
M8,2025-01-27,Polyester,470,59,61,50,291,73.52
M1,2025-06-26,Lin,179,75,84,39,223,84.01
M2,2024-05-10,Mélange,493,55,88,42,62,79.99
M2,2025-06-26,Lin,202,53,70,59,172,72.62
M7,2024-06-23,Coton,190,45,91,45,248,78.4
M7,2024-07-20,Coton,472,50,76,46,76,73.5
M9,2023-11-15,Polyester,282,41,63,50,224,72.79
M3,2025-02-04,Coton,255,52,100,39,140,80.24
M3,2024-08-16,Lin,314,48,98,51,165,81.03
M3,2023-02-14,Polyester,138,77,80,55,132,83.79
M6,2023-09-21,Lin,251,64,96,37,65,83.71
M10,2023-01-13,Lin,95,69,72,38,239,80.84
M10,2023-10-04,Soie,357,56,69,32,154,74.9
M1,2025-04-07,Mélange,272,69,91,33,117,83.79
M5,2023-10-07,Polyester,432,71,84,34,170,84.56
M5,2023-05-09,Lin,264,51,86,55,97,76.89
M4,2025-08-03,Mélange,280,55,83,48,235,79.92
M1,2025-07-23,Soie,118,60,85,51,114,79.62
M7,2023-06-08,Mélange,181,44,66,47,75,74.88
M8,2025-10-13,Polyester,360,78,62,30,124,77.45
M5,2025-01-19,Soie,393,63,68,60,288,79.1
M3,2024-03-03,Polyester,136,72,91,59,146,82.92
M6,2023-03-16,Mélange,271,49,76,33,140,70.64
M5,2024-09-11,Polyester,270,58,76,49,272,78.06
M7,2025-11-26,Lin,211,71,69,47,278,79.34
M8,2023-08-09,Coton,146,49,63,37,106,73.38
M3,2024-12-18,Soie,273,47,91,31,173,74.19
M8,2023-04-28,Soie,302,47,69,33,149,70.61
M5,2025-11-19,Lin,477,50,92,56,129,73.42
M4,2023-04-25,Mélange,52,73,96,35,166,84.2
M8,2023-07-12,Coton,218,41,78,51,234,70.0
