Tache_ID,Date,Produit,Type_tissu,Quantite_kg,Machine_utilisee,Duree_min,Resultat_qualite_pct
T00433,2023-10-10,Serviettes,Mélange,362,M3,253,77.56
T00434,2023-02-20,Serviettes,Polyester,278,M5,114,74.52
T00435,2025-11-11,Draps,Soie,358,M8,198,79.22
T00436,2023-01-19,Housses,Lin,307,M8,94,74.3
T00437,2023-02-05,Draps,Lin,311,M3,245,76.05
T00438,2025-10-17,Serviettes,Mélange,437,M10,285,82.29
T00439,2023-02-12,Draps,Polyester,368,M6,300,78.39
T00440,2024-08-14,Draps,Soie,336,M1,245,76.54
T00441,2025-07-17,Draps,Lin,69,M5,246,70.0
T00442,2023-01-28,Rideaux,Polyester,495,M7,193,78.0
T00443,2023-02-26,Serviettes,Coton,469,M5,114,76.83
T00444,2023-07-01,Rideaux,Soie,184,M4,107,72.06
T00445,2023-12-04,Draps,Polyester,186,M10,145,75.99
T00446,2025-11-24,Housses,Lin,345,M2,254,76.23
T00447,2025-08-20,Draps,Mélange,244,M10,264,70.83
T00448,2025-01-20,Draps,Lin,244,M5,76,80.18
T00449,2024-11-14,Rideaux,Mélange,115,M1,292,73.26
T00450,2024-10-10,Housses,Lin,452,M7,66,74.82
T00451,2025-01-03,Tissus techniques,Mélange,56,M2,253,70.0
T00452,2023-06-27,Serviettes,Soie,59,M10,158,71.51
T00453,2024-04-20,Rideaux,Polyester,373,M4,227,82.57
T00454,2024-10-16,Serviettes,Lin,80,M1,277,70.0
T00455,2025-07-02,Draps,Polyester,150,M6,111,75.93
T00456,2025-01-12,Serviettes,Lin,456,M6,170,83.32
T00457,2025-03-10,Housses,Mélange,429,M9,225,76.69
T00458,2025-09-01,Rideaux,Mélange,303,M1,127,75.23
T00459,2024-05-18,Rideaux,Polyester,232,M2,234,71.53
T00460,2024-10-24,Serviettes,Lin,417,M5,68,77.73
T00461,2024-11-15,Rideaux,Coton,91,M10,112,71.71
T00462,2024-04-19,Draps,Coton,170,M9,224,75.38
T00463,2025-02-23,Tissus techniques,Soie,304,M8,235,79.35
T00464,2023-10-28,Rideaux,Lin,87,M9,293,70.0
T00465,2024-11-17,Tissus techniques,Mélange,498,M1,126,74.06
T00466,2025-04-20,Rideaux,Lin,352,M1,68,76.98
T00467,2025-11-22,Housses,Mélange,123,M6,258,73.34
T00468,2025-11-11,Tissus techniques,Mélange,454,M4,215,79.83
T00469,2025-09-02,Serviettes,Soie,62,M4,175,70.26
T00470,2024-04-25,Draps,Lin,76,M6,201,71.89
T00471,2025-07-19,Rideaux,Mélange,231,M4,237,79.17
T00472,2023-08-09,Housses,Soie,332,M2,265,77.79
T00473,2023-05-01,Housses,Polyester,403,M2,296,76.94
T00474,2024-01-11,Draps,Coton,333,M2,122,75.16
T00475,2025-12-13,Draps,Soie,499,M1,60,79.47
T00476,2023-05-17,Rideaux,Polyester,422,M2,245,83.35
T00477,2025-03-22,Serviettes,Polyester,309,M2,62,75.63
T00478,2025-10-10,Rideaux,Lin,212,M6,286,74.18
T00479,2023-12-19,Tissus techniques,Lin,215,M6,170,72.85
T00480,2023-05-09,Draps,Lin,389,M10,198,81.08
T00481,2024-01-03,Draps,Mélange,147,M3,91,78.82
T00482,2024-03-19,Rideaux,Coton,304,M7,88,77.43
T00483,2023-02-28,Rideaux,Mélange,169,M3,124,73.63
T00484,2025-01-20,Tissus techniques,Polyester,437,M3,298,78.85
T00485,2025-07-27,Draps,Lin,113,M7,269,70.0
T00486,2024-12-19,Rideaux,Mélange,95,M1,60,74.14
T00487,2023-02-06,Serviettes,Lin,406,M1,91,78.52
T00488,2024-08-19,Tissus techniques,Polyester,238,M7,226,76.05
T00489,2024-04-06,Serviettes,Mélange,422,M4,159,76.31
T00490,2025-05-04,Rideaux,Lin,207,M5,160,72.99
T00491,2023-03-26,Housses,Coton,433,M8,127,77.43
T00492,2025-10-21,Draps,Polyester,152,M9,232,76.1
T00493,2025-10-25,Draps,Polyester,423,M10,154,77.32
T00494,2023-10-25,Rideaux,Lin,318,M2,171,82.61
T00495,2025-04-13,Serviettes,Polyester,278,M8,105,76.85
T00496,2023-01-23,Housses,Soie,144,M8,133,70.0
T00497,2023-01-27,Rideaux,Mélange,90,M6,249,71.41
T00498,2024-10-17,Draps,Polyester,223,M6,83,72.5
T00499,2025-05-19,Rideaux,Polyester,135,M10,168,70.0
T00500,2024-04-21,Rideaux,Lin,120,M2,183,77.2
T00501,2023-03-18,Rideaux,Lin,185,M9,182,75.81
T00502,2025-11-06,Housses,Mélange,80,M3,65,73.2
T00503,2023-10-03,Tissus techniques,Lin,246,M6,258,75.42
T00504,2023-11-21,Serviettes,Polyester,124,M1,139,70.0
T00505,2025-06-27,Tissus techniques,Mélange,435,M2,122,77.25
T00506,2023-05-12,Tissus techniques,Lin,419,M6,118,80.91
T00507,2023-04-02,Serviettes,Polyester,485,M2,116,76.55
T00508,2023-01-04,Draps,Lin,83,M5,168,70.0
T00509,2024-05-06,Draps,Polyester,177,M8,224,72.86
T00510,2024-09-22,Draps,Polyester,221,M10,95,73.99
T00511,2025-03-16,Tissus techniques,Coton,388,M3,169,78.17
T00512,2023-12-10,Housses,Soie,254,M10,299,77.27
T00513,2025-08-20,Housses,Mélange,280,M3,149,77.51
T00514,2024-11-19,Tissus techniques,Polyester,89,M2,114,72.56
T00515,2024-01-28,Tissus techniques,Soie,452,M5,218,82.63
T00516,2025-07-15,Serviettes,Soie,411,M7,108,73.66
T00517,2023-10-14,Housses,Coton,70,M8,88,72.91
T00518,2023-10-28,Rideaux,Soie,210,M1,228,76.08
T00519,2024-11-06,Serviettes,Coton,98,M2,96,70.0
T00520,2024-01-24,Rideaux,Lin,115,M6,298,70.0
T00521,2025-12-08,Serviettes,Lin,157,M9,81,70.9
T00522,2024-04-07,Draps,Soie,88,M7,163,70.0
T00523,2025-10-22,Tissus techniques,Polyester,397,M5,293,80.2
T00524,2024-10-16,Draps,Soie,108,M2,214,70.32
T00525,2025-12-19,Rideaux,Coton,455,M2,90,76.53
T00526,2024-08-18,Tissus techniques,Lin,172,M10,75,71.61
T00527,2023-08-04,Rideaux,Polyester,314,M7,62,79.64
T00528,2023-07-10,Serviettes,Lin,256,M3,245,75.16
T00529,2024-06-26,Housses,Mélange,419,M5,242,77.84
T00530,2024-12-19,Serviettes,Soie,85,M5,178,71.37
T00531,2025-09-16,Rideaux,Coton,315,M1,151,80.18
T00532,2025-12-15,Draps,Coton,469,M8,195,77.13
T00533,2024-11-10,Rideaux,Coton,80,M3,247,75.55
T00534,2024-05-25,Housses,Mélange,180,M3,130,74.23
T00535,2024-04-15,Housses,Lin,257,M7,169,74.66
T00536,2023-05-10,Housses,Soie,452,M8,89,86.54
T00537,2023-09-17,Draps,Soie,84,M9,103,70.0
T00538,2025-08-23,Tissus techniques,Lin,201,M8,178,72.96
T00539,2024-10-14,Tissus techniques,Mélange,429,M5,155,74.88
T00540,2025-03-15,Serviettes,Lin,378,M2,223,80.42
T00541,2025-09-04,Rideaux,Soie,303,M6,278,81.13
T00542,2024-02-27,Serviettes,Polyester,191,M6,147,78.83
T00543,2025-08-20,Tissus techniques,Coton,420,M8,213,82.07
T00544,2025-01-16,Tissus techniques,Coton,476,M5,221,78.93
T00545,2025-06-11,Serviettes,Coton,60,M2,184,70.1
T00546,2023-02-25,Rideaux,Coton,127,M8,104,70.0
T00547,2024-10-06,Draps,Lin,344,M9,151,82.99
T00548,2024-08-23,Serviettes,Polyester,76,M6,153,72.93
T00549,2024-11-21,Serviettes,Polyester,485,M2,187,78.22
T00550,2024-05-21,Housses,Polyester,270,M6,99,79.38
T00551,2025-07-10,Serviettes,Polyester,160,M8,138,70.28
T00552,2023-09-24,Serviettes,Lin,62,M3,92,72.46
T00553,2023-05-03,Draps,Soie,199,M10,163,73.46
T00554,2023-08-06,Tissus techniques,Polyester,130,M1,272,74.52
T00555,2025-02-24,Rideaux,Mélange,286,M7,72,75.53
T00556,2025-07-15,Serviettes,Soie,137,M6,68,70.0
T00557,2023-10-08,Serviettes,Coton,426,M10,147,78.75
T00558,2024-12-27,Housses,Lin,454,M3,75,82.23
T00559,2024-12-01,Tissus techniques,Polyester,71,M7,288,71.33
T00560,2025-07-21,Draps,Polyester,326,M9,124,78.85
T00561,2024-11-12,Serviettes,Lin,253,M5,208,71.92
T00562,2024-02-04,Draps,Coton,456,M3,68,79.04
T00563,2025-10-13,Tissus techniques,Soie,432,M1,136,76.77
T00564,2023-07-05,Serviettes,Lin,99,M6,90,74.22
T00565,2025-08-11,Draps,Mélange,242,M8,211,74.93
T00566,2023-10-14,Draps,Polyester,317,M7,150,78.41
T00567,2023-02-09,Serviettes,Polyester,141,M3,68,76.08
T00568,2024-01-10,Serviettes,Coton,454,M1,298,81.15
T00569,2024-08-06,Serviettes,Lin,337,M8,124,77.56
T00570,2025-10-28,Rideaux,Mélange,340,M4,247,73.81
T00571,2024-08-10,Serviettes,Mélange,422,M7,68,78.43
T00572,2023-08-25,Tissus techniques,Soie,391,M9,175,76.22
T00573,2023-09-25,Housses,Coton,110,M2,76,71.17
T00574,2023-01-21,Rideaux,Lin,401,M10,98,76.9
T00575,2023-09-08,Rideaux,Lin,125,M4,179,70.0
T00576,2024-06-02,Rideaux,Polyester,457,M9,265,73.27
T00577,2023-07-21,Serviettes,Lin,185,M5,200,71.7
T00578,2025-10-13,Housses,Polyester,259,M1,131,75.76
T00579,2023-12-06,Tissus techniques,Coton,252,M6,143,71.0
T00580,2025-05-05,Tissus techniques,Mélange,176,M4,228,73.57
T00581,2025-10-16,Draps,Lin,111,M5,231,77.92
T00582,2024-02-24,Tissus techniques,Mélange,474,M1,139,82.55
T00583,2024-11-13,Draps,Coton,126,M10,279,77.45
T00584,2024-11-25,Rideaux,Polyester,200,M2,210,75.17
T00585,2025-01-25,Rideaux,Lin,300,M8,281,79.5
T00586,2023-03-20,Tissus techniques,Soie,499,M1,144,77.81
T00587,2023-04-11,Tissus techniques,Lin,171,M8,269,71.49
T00588,2023-05-13,Rideaux,Polyester,463,M7,62,71.04
T00589,2024-09-25,Rideaux,Coton,93,M10,211,75.42
T00590,2023-07-11,Tissus techniques,Lin,140,M3,232,77.42
T00591,2024-08-20,Draps,Coton,89,M8,190,70.12
T00592,2024-02-06,Rideaux,Mélange,414,M3,234,77.52
T00593,2024-03-26,Housses,Coton,257,M10,134,72.88
T00594,2023-03-05,Housses,Lin,228,M4,199,75.71
T00595,2024-02-18,Tissus techniques,Polyester,454,M8,297,82.45
T00596,2024-02-16,Tissus techniques,Polyester,397,M8,101,72.71
T00597,2023-11-09,Rideaux,Mélange,468,M9,280,80.59
T00598,2023-07-14,Draps,Soie,349,M9,115,76.15
T00599,2023-11-10,Draps,Mélange,152,M4,180,73.38
T00600,2025-04-13,Draps,Polyester,476,M10,106,80.9
T00601,2024-07-17,Tissus techniques,Soie,379,M9,66,77.02
T00602,2025-01-16,Housses,Polyester,263,M6,121,74.95
T00603,2023-01-02,Serviettes,Lin,298,M6,63,75.32
T00604,2025-04-23,Tissus techniques,Coton,193,M8,283,76.77
T00605,2023-10-05,Housses,Coton,170,M4,175,74.66
T00606,2023-05-05,Draps,Lin,461,M8,133,79.88
T00607,2024-03-16,Housses,Lin,346,M3,221,73.11
T00608,2023-11-14,Housses,Mélange,192,M10,143,72.7
T00609,2024-03-16,Tissus techniques,Lin,362,M4,246,79.94
T00610,2025-04-13,Housses,Mélange,159,M3,252,73.29
T00611,2024-01-22,Tissus techniques,Lin,458,M9,81,81.14
T00612,2025-06-20,Housses,Coton,372,M7,295,82.74
T00613,2023-11-17,Draps,Mélange,459,M9,269,82.3
T00614,2023-10-18,Housses,Coton,184,M1,219,73.96
T00615,2023-04-13,Serviettes,Soie,125,M5,259,70.97
T00616,2024-06-27,Serviettes,Lin,297,M6,214,70.0
T00617,2024-03-13,Tissus techniques,Lin,458,M3,236,78.65
T00618,2025-12-23,Tissus techniques,Lin,144,M3,86,71.9
T00619,2024-06-08,Serviettes,Polyester,75,M2,160,72.67
T00620,2025-10-07,Serviettes,Mélange,276,M5,152,75.06
T00621,2023-02-23,Tissus techniques,Polyester,467,M2,168,78.38
T00622,2023-09-13,Serviettes,Polyester,476,M10,260,74.18
T00623,2024-02-08,Serviettes,Mélange,267,M7,268,72.52
T00624,2025-01-24,Rideaux,Soie,215,M3,224,75.73
T00625,2025-07-13,Rideaux,Soie,83,M2,191,76.81
T00626,2023-04-05,Draps,Soie,129,M4,248,72.29
T00627,2025-02-19,Draps,Mélange,184,M7,144,74.66
T00628,2024-01-25,Tissus techniques,Lin,271,M10,237,78.28
T00629,2025-09-11,Draps,Soie,284,M7,226,73.25
T00630,2024-06-20,Housses,Mélange,88,M10,157,72.86
T00631,2024-10-15,Tissus techniques,Coton,429,M3,95,76.36
T00632,2023-07-09,Rideaux,Mélange,413,M10,263,80.85
T00633,2024-11-04,Rideaux,Lin,280,M1,248,76.05
T00634,2024-04-22,Rideaux,Lin,201,M10,86,74.92
T00635,2024-03-14,Serviettes,Coton,304,M8,180,73.73
T00636,2024-12-09,Serviettes,Lin,124,M2,279,74.6
T00637,2023-11-10,Serviettes,Coton,464,M10,275,85.53
T00638,2024-04-17,Draps,Mélange,64,M4,125,70.0
T00639,2024-04-04,Tissus techniques,Polyester,101,M1,229,71.0
T00640,2023-10-12,Housses,Lin,423,M9,143,79.15
T00641,2023-09-24,Serviettes,Lin,136,M8,85,75.08
T00642,2023-05-11,Serviettes,Polyester,94,M4,141,70.2
T00643,2025-07-24,Serviettes,Polyester,165,M2,238,70.0
T00644,2024-02-20,Draps,Soie,167,M4,254,77.42
T00645,2024-05-15,Draps,Polyester,496,M5,281,82.2
T00646,2023-04-21,Housses,Lin,215,M5,87,70.0
T00647,2024-07-18,Housses,Lin,402,M3,68,76.22
T00648,2024-09-05,Housses,Mélange,421,M5,147,83.12
T00649,2025-12-02,Serviettes,Mélange,205,M6,177,78.44
T00650,2023-11-18,Tissus techniques,Mélange,401,M2,253,80.84
T00651,2025-11-21,Housses,Coton,268,M3,154,74.83
T00652,2024-10-20,Serviettes,Coton,204,M6,123,74.33
T00653,2025-07-11,Draps,Lin,161,M9,171,72.83
T00654,2023-04-14,Tissus techniques,Polyester,484,M7,80,83.06
T00655,2024-02-14,Draps,Polyester,189,M4,117,71.15
T00656,2024-11-01,Tissus techniques,Lin,245,M8,80,72.48
T00657,2023-08-23,Rideaux,Soie,52,M7,215,74.07
T00658,2024-04-26,Draps,Lin,105,M8,262,71.97
T00659,2025-10-10,Draps,Soie,368,M8,95,81.5
T00660,2025-07-15,Serviettes,Coton,189,M2,201,71.77
T00661,2024-03-20,Serviettes,Coton,365,M2,225,77.14
T00662,2024-08-18,Tissus techniques,Polyester,430,M9,158,75.83
T00663,2025-05-16,Rideaux,Coton,448,M2,215,78.98
T00664,2023-11-12,Rideaux,Lin,499,M2,175,75.54
T00665,2024-06-26,Draps,Polyester,250,M2,171,73.54
T00666,2023-05-23,Serviettes,Mélange,482,M5,72,75.33
T00667,2023-10-28,Tissus techniques,Lin,482,M7,182,81.72
T00668,2024-05-12,Tissus techniques,Soie,469,M10,221,81.53
T00669,2023-10-10,Draps,Polyester,116,M6,299,70.0
T00670,2025-01-20,Rideaux,Soie,150,M7,233,77.0
T00671,2025-01-07,Housses,Polyester,380,M6,101,85.09
T00672,2025-09-06,Serviettes,Coton,157,M3,218,73.28
T00673,2025-07-16,Housses,Lin,471,M5,111,77.5
T00674,2024-09-23,Rideaux,Mélange,346,M2,283,85.39
T00675,2025-08-25,Tissus techniques,Soie,176,M9,152,70.0
T00676,2025-07-23,Housses,Lin,122,M6,242,72.5
T00677,2025-12-09,Serviettes,Soie,404,M7,110,78.62
T00678,2024-07-06,Housses,Soie,99,M2,178,76.02
T00679,2023-07-12,Serviettes,Polyester,355,M6,148,78.18
T00680,2023-10-09,Rideaux,Coton,267,M10,193,73.84
T00681,2025-06-17,Serviettes,Mélange,184,M9,165,70.83
T00682,2023-01-20,Housses,Soie,410,M3,193,77.17
T00683,2024-06-23,Rideaux,Coton,278,M10,112,72.54
T00684,2025-10-10,Serviettes,Coton,209,M10,240,74.32
T00685,2023-05-06,Draps,Polyester,179,M5,244,71.89
T00686,2023-10-13,Tissus techniques,Soie,125,M5,292,70.0
T00687,2023-09-12,Tissus techniques,Polyester,66,M5,65,75.09
T00688,2024-03-24,Tissus techniques,Soie,454,M1,111,77.59
T00689,2024-05-15,Tissus techniques,Soie,466,M4,72,75.52
T00690,2024-11-15,Housses,Mélange,300,M6,79,75.5
T00691,2025-11-01,Housses,Coton,252,M6,256,75.25
T00692,2023-10-28,Rideaux,Coton,299,M3,271,70.74
T00693,2023-05-26,Tissus techniques,Coton,235,M1,129,75.69
T00694,2023-12-24,Draps,Soie,75,M9,99,70.0
T00695,2025-03-05,Draps,Mélange,123,M6,82,77.59
T00696,2025-04-20,Draps,Coton,141,M10,236,74.39
T00697,2024-01-03,Draps,Polyester,275,M5,291,74.3
T00698,2025-08-06,Housses,Mélange,78,M6,154,70.0
T00699,2024-03-08,Tissus techniques,Mélange,146,M10,67,72.61
T00700,2024-10-16,Rideaux,Soie,409,M5,140,80.02
T00701,2024-09-10,Rideaux,Lin,472,M7,119,79.36
T00702,2023-04-27,Serviettes,Mélange,328,M5,286,75.91
T00703,2025-07-11,Draps,Mélange,71,M4,242,71.6
T00704,2024-09-07,Draps,Mélange,120,M5,82,70.59
T00705,2023-01-04,Tissus techniques,Coton,257,M5,229,74.11
T00706,2025-05-26,Housses,Coton,153,M6,223,70.0
T00707,2025-10-08,Rideaux,Coton,298,M8,249,78.88
T00708,2025-04-07,Rideaux,Lin,434,M1,254,79.58
T00709,2025-08-04,Housses,Lin,475,M2,220,77.18
T00710,2025-03-03,Tissus techniques,Coton,272,M4,205,81.14
T00711,2023-04-03,Housses,Soie,286,M9,89,75.98
T00712,2025-02-22,Draps,Mélange,460,M1,99,76.09
T00713,2023-09-18,Serviettes,Soie,345,M8,292,79.47
T00714,2023-11-05,Rideaux,Soie,361,M6,121,78.41
T00715,2024-07-10,Rideaux,Coton,85,M10,227,72.88
T00716,2025-04-12,Rideaux,Soie,405,M3,193,76.82
T00717,2024-04-19,Housses,Soie,133,M5,266,74.01
T00718,2023-11-06,Serviettes,Mélange,409,M5,219,77.39
T00719,2023-01-08,Draps,Soie,374,M6,219,79.15
T00720,2023-05-11,Draps,Mélange,72,M10,224,70.0
T00721,2023-11-07,Housses,Polyester,442,M8,95,77.54
T00722,2025-07-20,Serviettes,Mélange,224,M4,207,79.65
T00723,2025-02-01,Tissus techniques,Soie,165,M4,114,71.0
T00724,2025-03-15,Tissus techniques,Polyester,469,M4,254,77.57
T00725,2024-09-22,Draps,Lin,404,M5,207,76.74
T00726,2024-07-17,Housses,Mélange,410,M3,120,74.56
T00727,2025-06-18,Rideaux,Polyester,428,M3,66,71.94
T00728,2023-01-22,Draps,Polyester,397,M5,137,77.25
T00729,2024-09-28,Rideaux,Soie,354,M3,61,77.49
T00730,2024-05-02,Rideaux,Coton,458,M9,279,79.0
T00731,2024-01-07,Serviettes,Lin,102,M8,176,71.61
T00732,2024-10-20,Draps,Lin,226,M5,251,74.65
T00733,2025-10-17,Serviettes,Mélange,88,M1,113,74.83
T00734,2023-01-23,Rideaux,Coton,420,M1,118,77.83
T00735,2025-08-05,Housses,Coton,78,M3,292,70.0
T00736,2025-08-06,Housses,Polyester,468,M8,143,78.52
T00737,2024-02-05,Tissus techniques,Lin,287,M1,224,77.48
T00738,2023-08-25,Housses,Soie,444,M4,113,83.12
T00739,2025-01-26,Serviettes,Lin,228,M2,179,72.68
T00740,2024-07-14,Housses,Mélange,362,M3,90,77.54
T00741,2023-08-10,Tissus techniques,Lin,100,M4,114,73.02
T00742,2024-06-19,Rideaux,Mélange,140,M10,154,70.0
T00743,2024-06-13,Serviettes,Coton,346,M3,213,76.98
T00744,2025-06-28,Housses,Coton,348,M10,137,72.56
T00745,2024-02-25,Rideaux,Soie,236,M4,254,70.0
T00746,2024-07-28,Serviettes,Soie,439,M9,292,79.88
T00747,2025-03-12,Tissus techniques,Polyester,444,M9,150,77.73
T00748,2025-07-10,Tissus techniques,Soie,263,M10,151,75.87
T00749,2025-06-22,Tissus techniques,Soie,420,M1,142,78.35
T00750,2023-09-14,Rideaux,Coton,252,M8,213,72.11
T00751,2025-10-14,Rideaux,Polyester,84,M2,155,71.54
T00752,2025-11-01,Rideaux,Mélange,120,M6,165,70.0
T00753,2025-08-01,Rideaux,Lin,267,M5,156,79.51
T00754,2025-08-20,Rideaux,Coton,484,M9,72,75.61
T00755,2024-12-13,Tissus techniques,Coton,404,M7,116,77.49
T00756,2025-12-26,Serviettes,Mélange,240,M1,243,71.67
T00757,2024-02-14,Serviettes,Soie,219,M1,279,76.09
T00758,2025-11-06,Draps,Mélange,130,M3,145,71.61
T00759,2023-02-06,Serviettes,Mélange,56,M3,208,70.0
T00760,2025-12-10,Rideaux,Soie,499,M3,289,82.54
T00761,2024-07-08,Rideaux,Coton,496,M5,190,80.01
T00762,2024-05-19,Tissus techniques,Coton,211,M2,93,75.77
T00763,2025-10-11,Rideaux,Polyester,435,M9,213,75.76
T00764,2023-12-18,Rideaux,Lin,373,M4,144,73.25
T00765,2025-11-10,Housses,Mélange,371,M10,234,77.74
T00766,2025-02-14,Housses,Polyester,164,M6,296,72.32
T00767,2025-11-20,Rideaux,Lin,118,M9,243,74.24
T00768,2024-11-22,Rideaux,Coton,116,M1,206,72.08
T00769,2025-01-03,Housses,Coton,304,M5,253,76.7
T00770,2025-08-08,Draps,Coton,90,M5,288,70.0
T00771,2025-07-08,Serviettes,Soie,485,M1,204,85.37
T00772,2025-10-23,Draps,Coton,211,M1,132,73.73
T00773,2025-06-20,Tissus techniques,Coton,366,M8,290,79.41
T00774,2025-05-02,Draps,Polyester,365,M8,153,74.79
T00775,2025-04-09,Rideaux,Polyester,357,M5,103,78.06
T00776,2023-01-23,Rideaux,Lin,58,M9,291,70.0
T00777,2024-02-17,Serviettes,Mélange,371,M7,142,78.78
T00778,2024-10-02,Tissus techniques,Mélange,276,M3,143,74.45
T00779,2024-01-23,Rideaux,Polyester,111,M6,287,72.31
T00780,2023-10-02,Housses,Lin,284,M6,273,77.77
T00781,2024-08-01,Tissus techniques,Mélange,244,M1,279,71.18
T00782,2025-07-03,Tissus techniques,Mélange,191,M2,114,71.77
T00783,2024-02-06,Housses,Polyester,453,M9,112,80.43
T00784,2024-10-11,Rideaux,Mélange,474,M6,197,85.77
T00785,2023-08-15,Draps,Soie,348,M10,276,76.55
T00786,2023-03-14,Housses,Coton,470,M6,159,81.17
T00787,2025-11-22,Rideaux,Mélange,64,M7,286,70.96
T00788,2023-09-21,Serviettes,Soie,267,M2,64,81.17
T00789,2023-03-23,Serviettes,Polyester,466,M2,228,74.08
T00790,2023-01-20,Rideaux,Polyester,350,M7,209,77.28
T00791,2023-06-25,Tissus techniques,Lin,410,M5,213,73.32
T00792,2024-04-18,Rideaux,Soie,152,M4,182,70.0
T00793,2024-10-28,Housses,Polyester,353,M2,122,77.95
T00794,2025-09-24,Tissus techniques,Mélange,304,M1,88,76.5
T00795,2025-09-03,Draps,Coton,419,M4,119,77.53
T00796,2024-10-11,Serviettes,Lin,153,M2,128,72.74
T00797,2023-03-09,Draps,Soie,56,M8,284,80.41
T00798,2023-03-16,Housses,Soie,445,M10,166,78.13
T00799,2023-04-24,Housses,Soie,438,M10,225,80.29
T00800,2023-09-24,Draps,Lin,395,M3,104,75.95
T00801,2025-01-27,Housses,Lin,142,M1,138,73.73
T00802,2024-09-10,Serviettes,Polyester,107,M10,185,71.43
T00803,2025-09-04,Tissus techniques,Polyester,350,M6,181,75.77
T00804,2023-01-26,Rideaux,Lin,392,M6,219,83.3
T00805,2025-01-01,Serviettes,Mélange,200,M3,94,77.53
T00806,2024-02-16,Draps,Coton,326,M4,278,76.93
T00807,2025-02-08,Tissus techniques,Soie,396,M5,113,71.01
T00808,2024-01-08,Draps,Polyester,428,M8,206,77.48
T00809,2023-06-23,Draps,Soie,164,M4,122,81.39
T00810,2024-09-04,Serviettes,Soie,306,M3,254,75.43
T00811,2023-01-03,Rideaux,Lin,363,M8,217,80.57
T00812,2024-09-12,Rideaux,Soie,139,M2,83,77.11
T00813,2024-08-01,Draps,Soie,134,M1,191,73.34
T00814,2023-02-27,Serviettes,Polyester,55,M8,274,70.0
T00815,2025-07-14,Rideaux,Polyester,391,M4,159,70.51
T00816,2023-10-05,Draps,Lin,420,M6,71,80.45
T00817,2025-02-04,Serviettes,Polyester,181,M10,156,71.18
T00818,2025-12-27,Housses,Polyester,63,M10,93,71.79
T00819,2025-02-27,Housses,Polyester,310,M10,298,72.45
T00820,2025-05-12,Rideaux,Mélange,192,M10,172,73.04
T00821,2023-06-10,Tissus techniques,Lin,387,M1,133,77.84
T00822,2024-05-26,Rideaux,Lin,397,M2,174,78.75
T00823,2024-07-08,Housses,Polyester,350,M1,300,73.66
T00824,2024-07-11,Draps,Polyester,204,M5,138,77.67
T00825,2024-12-26,Rideaux,Soie,208,M9,77,72.37
T00826,2024-12-11,Serviettes,Polyester,118,M9,253,70.0
T00827,2025-09-22,Tissus techniques,Polyester,244,M6,281,74.55
T00828,2023-09-20,Serviettes,Coton,178,M4,81,73.66
T00829,2024-09-10,Serviettes,Coton,171,M10,85,73.9
T00830,2023-07-23,Housses,Mélange,305,M6,126,80.19
T00831,2025-04-20,Serviettes,Soie,298,M8,289,75.25
T00832,2023-12-25,Tissus techniques,Coton,235,M5,273,74.34
T00833,2023-03-09,Draps,Lin,212,M1,243,70.93
T00834,2023-09-22,Serviettes,Polyester,437,M2,107,81.2
T00835,2024-08-05,Serviettes,Lin,492,M8,293,80.39
T00836,2023-01-15,Rideaux,Coton,356,M8,148,75.86
T00837,2023-08-02,Draps,Soie,170,M3,120,70.0
T00838,2025-10-18,Housses,Soie,283,M4,117,79.99
T00839,2024-03-04,Draps,Mélange,224,M9,108,70.8
T00840,2025-08-12,Rideaux,Mélange,452,M3,166,77.27
T00841,2023-03-03,Housses,Mélange,193,M6,285,74.94
T00842,2023-12-02,Housses,Mélange,227,M9,204,70.95
T00843,2025-12-19,Housses,Coton,320,M2,293,71.92
T00844,2023-10-20,Rideaux,Lin,337,M2,187,70.37
T00845,2025-09-08,Rideaux,Lin,449,M1,165,81.14
T00846,2024-04-07,Housses,Polyester,223,M4,267,72.82
T00847,2024-04-07,Rideaux,Mélange,396,M8,242,86.7
T00848,2023-10-15,Serviettes,Coton,188,M1,272,70.78
T00849,2025-11-07,Serviettes,Polyester,125,M5,258,70.0
T00850,2023-11-25,Draps,Coton,363,M2,234,75.56
T00851,2025-08-08,Draps,Soie,148,M4,94,73.69
T00852,2024-11-08,Draps,Mélange,385,M8,255,76.29
T00853,2023-05-09,Tissus techniques,Mélange,172,M10,248,75.28
T00854,2023-08-04,Serviettes,Coton,135,M6,186,70.0
T00855,2025-09-19,Tissus techniques,Mélange,89,M1,97,70.0
T00856,2024-02-19,Housses,Lin,291,M3,131,70.43
T00857,2024-11-20,Rideaux,Lin,69,M8,158,70.0
T00858,2025-10-21,Draps,Polyester,123,M9,113,70.91
T00859,2023-02-25,Housses,Soie,302,M9,207,75.14
T00860,2024-02-14,Tissus techniques,Polyester,487,M1,298,77.85
T00861,2023-09-02,Draps,Polyester,191,M5,65,77.55
T00862,2023-08-15,Tissus techniques,Coton,109,M3,116,75.86
T00863,2023-07-05,Rideaux,Soie,238,M2,66,73.76
T00864,2023-01-07,Tissus techniques,Soie,434,M9,149,73.3
T00865,2024-05-08,Housses,Soie,379,M4,200,75.88
T00866,2024-08-21,Draps,Mélange,187,M6,188,71.94
T00867,2023-07-08,Draps,Lin,104,M3,211,70.11
